"","year","country","land_use_tenure","lu_detail","lc_class","description","area_km2"
"2062",2013,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2063",2018,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.31017984
"2064",2001,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2065",2011,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2066",2008,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2067",1993,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2068",2017,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.16303616
"2069",2012,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2070",2004,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2071",1992,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2072",2015,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2073",2010,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2074",2018,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.82518272
"2075",2007,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2076",2016,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.82518272
"2077",2010,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2078",2013,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2079",2004,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2080",2014,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2081",2017,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2082",1993,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2083",2000,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2084",2009,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2085",2009,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2086",1997,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2087",1995,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2088",2013,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2089",1994,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2090",1999,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2091",2003,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2092",1993,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2093",2001,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2094",2008,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2095",2006,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2096",1995,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2097",2007,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2098",2002,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2099",2015,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2100",1992,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2101",2001,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2102",2010,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2103",2007,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2104",1996,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2105",1994,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2106",2014,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2107",1996,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2108",1998,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2109",2008,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2110",2006,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2111",1995,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2112",2009,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2113",2002,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2114",2000,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2115",2015,"ZW","Wildlife (State)","Wildlife","210","Water bodies",3.5785728
"2116",1996,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2117",2008,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2118",2003,"ZW","Wildlife (Communal)","Wildlife","210","Water bodies",10.37786112
"2119",2006,"ZW","Wildlife (State)","Wildlife","210","Water bodies",0.17892864
"2120",2011,"ZW","Mixed (Private)","Arable/pastoral/built/mining","210","Water bodies",1.25250048
"2121",2016,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.5785728
"2122",1997,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",25.58679552
"2123",1994,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",25.58679552
"2124",2006,"BW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",5.27839488
"2125",2007,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.43142912
"2126",2017,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.61035776
"2127",1997,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2128",1995,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2129",2004,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2130",1997,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2131",2001,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2132",2008,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.87875072
"2133",2002,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",6.53089536
"2134",1998,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2135",2007,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.87875072
"2136",1993,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2137",2008,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.7892864
"2138",1993,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2139",2018,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.8946432
"2140",2005,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",6.53089536
"2141",1997,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2142",1995,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2143",1993,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.43142912
"2144",2004,"ZW","Wildlife (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2145",2015,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.7892864
"2146",2006,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2147",1999,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2148",2010,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.87875072
"2149",2009,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.43142912
"2150",1997,"ZW","Wildlife (Private)","Wildlife","30","Crop-tree mosaic",1.16303616
"2151",2000,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2152",2015,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",0.26839296
"2153",2013,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",1.7892864
"2154",2009,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2155",1995,"ZW","Wildlife (Communal)","Wildlife","30","Crop-tree mosaic",5.90464512
"2156",2014,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2157",1996,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2158",2017,"BW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",4.74160896
"2159",1997,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.43142912
"2160",2014,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",0.26839296
"2161",1995,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",6.53089536
"2162",1999,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",4.29428736
"2163",2013,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",3.5785728
"2164",1998,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2165",2013,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2166",1995,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2167",2002,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",4.29428736
"2168",2009,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.87875072
"2169",2017,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",3.5785728
"2170",2007,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2171",2017,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.62625024
"2172",1996,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2173",1996,"ZW","Wildlife (Communal)","Wildlife","30","Crop-tree mosaic",5.90464512
"2174",2012,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2175",2002,"ZW","Wildlife (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2176",1995,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",0.35785728
"2177",1996,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2178",2010,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.43142912
"2179",2010,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2180",1998,"ZW","Wildlife (Communal)","Wildlife","30","Crop-tree mosaic",6.17303808
"2181",2004,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",4.29428736
"2182",1997,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2183",2001,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",0.35785728
"2184",1992,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2185",1992,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2186",2001,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2187",2008,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2188",1996,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2189",2015,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2190",2004,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",6.53089536
"2191",1993,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2192",1995,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2193",2000,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2194",2017,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.5785728
"2195",1996,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",6.53089536
"2196",2005,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",1.7892864
"2197",2018,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2198",2017,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.52089344
"2199",2006,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2200",1994,"ZW","Wildlife (Communal)","Wildlife","30","Crop-tree mosaic",5.90464512
"2201",1996,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2202",2002,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",24.78161664
"2203",2000,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",0.35785728
"2204",2013,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.87875072
"2205",2004,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2206",2014,"ZW","Wildlife (Communal)","Wildlife","30","Crop-tree mosaic",6.2625024
"2207",1997,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2208",2009,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2209",2010,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2210",2005,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2211",1992,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2212",2014,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",3.5785728
"2213",2003,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2214",1992,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2215",2005,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2216",2013,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.7892864
"2217",2001,"BW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",6.35196672
"2218",2003,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2219",2004,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",1.7892864
"2220",2015,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2221",2003,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",24.78161664
"2222",1992,"ZW","Wildlife (Private)","Wildlife","30","Crop-tree mosaic",1.16303616
"2223",2016,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.62625024
"2224",2006,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.43142912
"2225",1992,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2226",1996,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2227",1998,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2228",1994,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2229",2011,"ZW","Wildlife (Private)","Wildlife","30","Crop-tree mosaic",0.8946432
"2230",2008,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2231",2016,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",1.7892864
"2232",2005,"BW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",5.27839488
"2233",1995,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2234",2006,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2235",1999,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2236",1994,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2237",2017,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",536.69645568
"2238",2015,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2239",2018,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",532.67056128
"2240",2016,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.45732352
"2241",2014,"BW","Forest (State)","Forestry","30","Crop-tree mosaic",57.43609344
"2242",2013,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",0.17892864
"2243",2014,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
"2244",2011,"BW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",5.01000192
"2245",2010,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",1.7892864
"2246",2016,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",3.5785728
"2247",2003,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",4.29428736
"2248",2013,"BW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",5.01000192
"2249",2001,"ZW","Mixed (Private)","Wildlife","30","Crop-tree mosaic",0.98410752
"2250",2009,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2251",1996,"ZW","Mixed (Private)","Pastoral/bush/built","30","Crop-tree mosaic",1.43142912
"2252",1993,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",25.58679552
"2253",2011,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2254",2018,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.5785728
"2255",2012,"ZW","Forest (State)","Forestry","30","Crop-tree mosaic",0.53678592
"2256",2013,"BW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",0.26839296
"2257",1992,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",536.42806272
"2258",1998,"ZW","Mixed (Communal)","Arable/pastoral/built","30","Crop-tree mosaic",4.0258944
"2259",2012,"ZW","Wildlife (State)","Wildlife","30","Crop-tree mosaic",3.31017984
"2260",2003,"ZW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",1.69982208
"2261",2002,"BW","Mixed (Private)","Arable/pastoral/built","30","Crop-tree mosaic",6.35196672
"2262",2002,"ZW","Mixed (Private)","Arable/pastoral/built/mining","30","Crop-tree mosaic",5.8151808
