"","year","country","land_use","class","description","area"
"2259",2013,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",532.22323968
"2292",2013,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",15.92464896
"2295",2013,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.22893824
"2335",2013,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.56268032
"2361",2013,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2430",2013,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2437",2013,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",0.8946432
"2466",2013,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",5.90464512
"2658",2013,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.4473216
"2659",2013,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.05767936
"2706",2013,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2732",2013,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",6.17303808
"2755",2013,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.8946432
"2775",2013,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",1.25250048
"2804",2013,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",257.38884864
"2823",2013,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",66.82984704
"2827",2013,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",189.12757248
"2918",2013,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.62625024
"2926",2013,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.37786112
"2987",2013,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",90.62735616
"2995",2013,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",46.61091072
"3027",2013,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",507.35215872
"3107",2013,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2874.57806592
"3138",2013,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",453.04731648
"3170",2013,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"3189",2013,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",116.57200896
"3238",2013,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",318.58244352
"3291",2013,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.14536448
"3325",2013,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.26661376
"3337",2013,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",323.4135168
"3406",2013,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",618.28791552
"34",2014,"ZW","State Forest","10","Crop rainfed",3.39964416
"57",2014,"ZW","National Park","10","Crop rainfed",317.32994304
"125",2014,"ZW","Wildlife Management Area","10","Crop rainfed",113.70915072
"178",2014,"ZW","Safari Area","10","Crop rainfed",6.79928832
"191",2014,"ZW","Other Land","10","Crop rainfed",225.53955072
"225",2014,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"287",2014,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",51.8893056
"297",2014,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"405",2014,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.26839296
"427",2014,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.69982208
"437",2014,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",76.13413632
"440",2014,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",46.5214464
"462",2014,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",9.93053952
"499",2014,"ZW","Hunting Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.4473216
"616",2014,"ZW","Hunting Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"660",2014,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",3.5785728
"691",2014,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.96821504
"716",2014,"ZW","National Park","11","Crop rainfed - herbaceous cover",14.3142912
"732",2014,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",115.8562944
"735",2014,"ZW","Other Land","11","Crop rainfed - herbaceous cover",156.1152384
"828",2014,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",16.01411328
"857",2014,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",7.24660992
"860",2014,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"915",2014,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",3.22071552
"961",2014,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.17892864
"967",2014,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",10.02000384
"996",2014,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1001",2014,"ZW","Other Land","120","Shrubland",19.2348288
"1031",2014,"ZW","National Park","120","Shrubland",2147.23314432
"1100",2014,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1226",2014,"ZW","State Forest","120","Shrubland",118.540224
"1237",2014,"ZW","Wildlife Management Area","120","Shrubland",1768.62014208
"1261",2014,"ZW","Safari Area","120","Shrubland",2536.58186496
"1317",2014,"ZW","Other Land","120","Shrubland",2468.7679104
"1339",2014,"ZW","Forest Reserve","120","Shrubland",188.3223936
"1445",2014,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1480",2014,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1494",2014,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1564",2014,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1575",2014,"ZW","Other Land","122","Shrubland deciduous",29.79161856
"1580",2014,"ZW","State Forest","122","Shrubland deciduous",2.77339392
"1598",2014,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1637",2014,"ZW","National Park","130","Grassland",101.9893248
"1685",2014,"ZW","Wildlife Management Area","130","Grassland",4.29428736
"1734",2014,"ZW","Forest Reserve","130","Grassland",0.80517888
"1754",2014,"ZW","Other Land","130","Grassland",5.09946624
"1784",2014,"ZW","Hunting Reserve","130","Grassland",4.83107328
"1790",2014,"ZW","Safari Area","130","Grassland",10.2883968
"1850",2014,"ZW","State Forest","130","Grassland",1.52089344
"1917",2014,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"1928",2014,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"1980",2014,"ZW","Safari Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.35785728
"2006",2014,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"2034",2014,"ZW","Other Land","190","Urban areas",20.129472
"2106",2014,"ZW","Other Land","200","Bare areas",8.85696768
"2151",2014,"ZW","Other Land","210","Water bodies",1.25250048
"2158",2014,"ZW","National Park","210","Water bodies",3.5785728
"2170",2014,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2221",2014,"ZW","Safari Area","210","Water bodies",0.17892864
"2288",2014,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2314",2014,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",532.22323968
"2333",2014,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.22893824
"2342",2014,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",15.92464896
"2406",2014,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",0.8946432
"2474",2014,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",5.90464512
"2529",2014,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.56268032
"2542",2014,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2557",2014,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.05767936
"2604",2014,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2638",2014,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",1.25250048
"2696",2014,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.8946432
"2751",2014,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.4473216
"2793",2014,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",6.08357376
"2859",2014,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.62625024
"2883",2014,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",257.38884864
"2904",2014,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",189.12757248
"2940",2014,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",67.36663296
"2954",2014,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",91.07467776
"2993",2014,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",508.06787328
"3081",2014,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.37786112
"3086",2014,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",46.87930368
"3124",2014,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.26661376
"3130",2014,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2874.57806592
"3147",2014,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",453.04731648
"3168",2014,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",116.57200896
"3224",2014,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",324.21869568
"3328",2014,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"3398",2014,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",318.67190784
"3403",2014,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",618.37737984
"3450",2014,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.14536448
"102",2015,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"107",2015,"ZW","National Park","10","Crop rainfed",317.32994304
"123",2015,"ZW","State Forest","10","Crop rainfed",3.39964416
"133",2015,"ZW","Other Land","10","Crop rainfed",225.53955072
"135",2015,"ZW","Wildlife Management Area","10","Crop rainfed",113.70915072
"237",2015,"ZW","Safari Area","10","Crop rainfed",6.79928832
"292",2015,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.26839296
"345",2015,"ZW","Hunting Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.4473216
"376",2015,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"393",2015,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",9.93053952
"395",2015,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.69982208
"446",2015,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",76.13413632
"451",2015,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",46.5214464
"540",2015,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",51.8893056
"579",2015,"ZW","National Park","11","Crop rainfed - herbaceous cover",14.3142912
"596",2015,"ZW","Other Land","11","Crop rainfed - herbaceous cover",156.1152384
"605",2015,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",115.8562944
"630",2015,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.96821504
"669",2015,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",3.5785728
"697",2015,"ZW","Hunting Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"774",2015,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.17892864
"789",2015,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"948",2015,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",7.24660992
"957",2015,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",10.02000384
"975",2015,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",3.22071552
"983",2015,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",15.83518464
"1022",2015,"ZW","Other Land","120","Shrubland",19.2348288
"1033",2015,"ZW","Forest Reserve","120","Shrubland",188.3223936
"1054",2015,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1125",2015,"ZW","Other Land","120","Shrubland",2468.7679104
"1183",2015,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1190",2015,"ZW","Safari Area","120","Shrubland",2536.58186496
"1276",2015,"ZW","State Forest","120","Shrubland",118.540224
"1302",2015,"ZW","National Park","120","Shrubland",2147.23314432
"1323",2015,"ZW","Wildlife Management Area","120","Shrubland",1768.62014208
"1420",2015,"ZW","State Forest","122","Shrubland deciduous",2.77339392
"1426",2015,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1453",2015,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1475",2015,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1529",2015,"ZW","Other Land","122","Shrubland deciduous",29.79161856
"1544",2015,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1572",2015,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1733",2015,"ZW","Other Land","130","Grassland",5.09946624
"1744",2015,"ZW","Forest Reserve","130","Grassland",0.80517888
"1804",2015,"ZW","State Forest","130","Grassland",1.52089344
"1829",2015,"ZW","National Park","130","Grassland",101.9893248
"1830",2015,"ZW","Hunting Reserve","130","Grassland",4.83107328
"1840",2015,"ZW","Safari Area","130","Grassland",10.2883968
"1856",2015,"ZW","Wildlife Management Area","130","Grassland",4.29428736
"1959",2015,"ZW","Safari Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.35785728
"1988",2015,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"2002",2015,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"2029",2015,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"2075",2015,"ZW","Other Land","190","Urban areas",20.30840064
"2135",2015,"ZW","Other Land","200","Bare areas",8.85696768
"2175",2015,"ZW","Safari Area","210","Water bodies",0.17892864
"2188",2015,"ZW","National Park","210","Water bodies",3.5785728
"2189",2015,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2203",2015,"ZW","Other Land","210","Water bodies",1.25250048
"2262",2015,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",5.90464512
"2286",2015,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2301",2015,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.22893824
